project_id,reinforcement_ratio_kg_per_m3,num_unique_required_lengths,stock_length_policy,cutting_optimization_usage,bim_integration_level,design_revisions_per_month,supervision_index_1to5,material_control_level_1to3,storage_handling_index_1to5,offcut_reuse_policy_0to2,change_orders_per_month,contract_type,lead_time_days,order_frequency_per_month,project_phase,steel_waste_percentage
P1030,97.0,26,standard_12m,0,0,1,3,3,3,0,1,lump_sum,16,4,slab_finishing,11.14
P1031,132.1,6,standard_12m,1,2,6,3,2,3,2,5,remeasurement,18,3,frame,12.68
P1032,120.7,20,mixed_lengths,2,0,1,5,3,3,2,3,remeasurement,19,2,frame,4.43
P1033,180.0,28,mixed_lengths,0,1,5,3,2,1,1,2,lump_sum,30,2,foundation,12.17
P1034,108.9,11,standard_12m,2,1,1,2,2,1,2,0,lump_sum,25,7,slab_finishing,3.95
P1035,96.8,20,mixed_lengths,0,0,2,3,2,1,1,5,design_build,14,5,slab_finishing,11.3
P1036,148.3,30,standard_12m,0,2,3,3,1,2,1,2,lump_sum,30,6,frame,10.09
P1037,167.7,19,standard_12m,0,0,5,3,1,1,1,3,remeasurement,18,4,foundation,15.0
P1038,132.9,33,standard_12m,1,3,3,1,2,3,1,1,lump_sum,30,3,slab_finishing,8.5
P1039,180.0,34,standard_12m,1,2,2,4,2,1,1,0,lump_sum,26,1,foundation,7.86
P1040,95.8,16,mixed_lengths,0,1,1,2,2,1,1,2,lump_sum,22,5,slab_finishing,9.79
P1041,162.9,18,standard_12m,1,0,0,3,3,2,1,3,lump_sum,15,3,foundation,10.02
P1042,171.9,24,mixed_lengths,1,1,6,1,2,1,1,1,remeasurement,26,3,foundation,10.97
P1043,118.2,33,standard_12m,1,2,3,2,1,2,2,2,remeasurement,26,4,slab_finishing,11.63
P1044,101.4,28,mixed_lengths,1,2,5,3,1,1,2,2,lump_sum,27,3,slab_finishing,7.72
P1045,180.0,30,standard_12m,2,1,2,3,2,1,2,0,design_build,27,3,foundation,3.73
P1046,101.7,21,standard_12m,2,1,4,2,2,3,2,2,lump_sum,30,2,slab_finishing,6.3
P1047,129.8,12,standard_12m,1,1,3,5,3,3,1,3,lump_sum,26,2,slab_finishing,7.83
P1048,108.3,29,standard_12m,0,0,0,3,3,3,2,5,design_build,27,6,slab_finishing,10.28
P1049,170.5,24,standard_12m,1,1,2,4,2,3,2,1,lump_sum,28,7,foundation,4.48
P1050,107.3,10,standard_12m,2,1,2,5,2,3,1,1,remeasurement,22,3,slab_finishing,6.16
P1051,127.4,39,standard_12m,2,0,3,3,2,3,2,3,remeasurement,17,2,slab_finishing,10.34
P1052,104.9,13,standard_12m,1,0,2,4,2,3,0,2,lump_sum,21,5,slab_finishing,12.45
P1053,138.4,27,mixed_lengths,0,2,1,2,2,3,0,1,lump_sum,27,6,frame,8.72
P1054,101.1,33,mixed_lengths,1,2,3,5,2,2,0,2,lump_sum,30,3,slab_finishing,7.51
P1055,98.9,32,standard_12m,1,2,3,3,3,2,1,1,lump_sum,22,3,slab_finishing,9.2
P1056,166.0,33,standard_12m,2,1,6,4,2,2,1,3,design_build,18,6,frame,9.51
P1057,165.9,7,standard_12m,0,0,0,3,2,2,0,1,lump_sum,30,7,foundation,9.94
P1058,169.5,12,standard_12m,2,2,1,4,2,1,1,2,lump_sum,30,1,foundation,6.65
P1059,167.8,28,standard_12m,1,0,6,3,3,2,1,2,design_build,26,1,foundation,11.49
P1060,180.0,36,standard_12m,0,0,4,1,2,2,0,0,lump_sum,27,3,foundation,15.0
P1061,115.0,12,standard_12m,1,1,4,4,3,3,1,1,lump_sum,21,2,slab_finishing,7.63
P1062,153.3,32,mixed_lengths,0,1,0,3,1,2,0,1,design_build,6,7,frame,9.8
P1063,115.5,34,mixed_lengths,0,1,5,3,2,3,1,4,design_build,20,7,slab_finishing,11.04
P1064,138.2,18,standard_12m,0,1,3,2,2,3,1,2,design_build,30,2,frame,9.7
P1065,163.9,7,custom_lengths,0,0,4,3,2,1,2,1,design_build,23,5,foundation,5.11
P1066,142.2,29,mixed_lengths,1,0,3,2,1,1,0,1,design_build,22,5,frame,11.63
P1067,152.7,32,mixed_lengths,1,0,3,3,2,3,1,3,design_build,23,3,frame,8.4
P1068,102.7,16,standard_12m,1,1,3,5,2,3,1,5,remeasurement,12,7,slab_finishing,11.39
P1069,98.0,15,mixed_lengths,1,0,4,2,2,1,1,1,lump_sum,30,3,slab_finishing,9.9
P1070,127.9,30,standard_12m,2,2,0,3,2,3,2,0,design_build,15,8,frame,1.36
P1071,145.8,23,standard_12m,0,0,4,2,2,1,1,2,lump_sum,20,4,frame,13.74
P1072,180.0,24,standard_12m,0,0,6,3,1,1,0,5,remeasurement,23,2,foundation,15.0
P1073,180.0,39,standard_12m,1,0,3,4,2,1,1,3,design_build,17,5,foundation,13.75
P1074,180.0,28,standard_12m,1,2,2,2,1,1,1,1,design_build,29,5,foundation,9.65
P1075,125.2,7,standard_12m,2,0,2,2,1,1,1,3,design_build,23,3,frame,9.7
P1076,122.1,34,mixed_lengths,2,3,3,2,2,2,2,1,lump_sum,19,5,frame,4.26
P1077,167.2,6,standard_12m,1,1,4,3,2,1,1,4,lump_sum,30,2,foundation,14.12
P1078,161.3,11,standard_12m,2,0,5,3,1,1,1,5,design_build,19,5,foundation,14.1
P1079,166.0,8,custom_lengths,1,0,2,3,1,1,1,0,lump_sum,30,1,foundation,6.95
P1080,161.5,13,custom_lengths,2,1,3,2,2,1,2,1,lump_sum,30,4,foundation,4.39
P1081,123.0,11,standard_12m,1,0,4,4,2,2,1,3,design_build,18,6,frame,10.34
P1082,154.5,30,standard_12m,2,1,5,4,2,1,2,1,design_build,13,5,frame,6.8
P1083,144.5,19,standard_12m,0,0,2,4,2,1,1,0,lump_sum,30,4,frame,8.96
P1084,138.2,35,standard_12m,1,0,2,4,2,3,1,0,lump_sum,13,5,frame,8.14
P1085,133.8,7,standard_12m,2,0,4,2,2,2,2,4,remeasurement,23,3,frame,10.72
P1086,139.9,29,standard_12m,0,2,4,5,2,3,1,2,lump_sum,13,7,frame,9.45
P1087,151.1,25,mixed_lengths,0,0,3,2,2,1,0,4,lump_sum,17,8,frame,13.32
P1088,180.0,30,mixed_lengths,2,1,3,4,2,3,1,3,lump_sum,30,2,foundation,7.59
P1089,108.1,24,standard_12m,1,1,4,3,1,2,0,1,design_build,22,7,slab_finishing,10.8
P1090,132.7,18,standard_12m,1,1,0,2,2,2,1,1,design_build,24,4,frame,5.87
P1091,102.3,33,mixed_lengths,0,1,1,3,1,2,0,3,design_build,30,1,slab_finishing,11.39
P1092,154.4,28,mixed_lengths,1,3,5,5,2,1,1,2,lump_sum,26,6,frame,3.56
P1093,125.7,11,custom_lengths,1,0,1,5,3,2,0,2,design_build,15,5,frame,3.34
P1094,137.1,24,mixed_lengths,2,0,4,2,2,3,1,4,remeasurement,20,5,frame,11.04
P1095,180.0,27,standard_12m,2,0,1,2,2,3,2,2,remeasurement,17,7,foundation,10.12
P1096,133.0,26,standard_12m,0,0,6,2,2,2,2,3,remeasurement,27,2,slab_finishing,14.51
P1097,94.7,26,standard_12m,2,2,3,1,1,2,0,0,lump_sum,11,6,slab_finishing,8.95
P1098,139.6,27,standard_12m,0,0,4,4,3,3,1,4,remeasurement,24,4,frame,13.06
P1099,131.7,12,standard_12m,0,0,4,4,2,3,1,2,design_build,10,7,frame,10.45
P1100,179.7,19,mixed_lengths,2,0,2,4,3,3,2,4,lump_sum,30,8,foundation,4.7
P1101,106.6,30,standard_12m,0,0,5,2,1,1,0,2,lump_sum,30,2,slab_finishing,15.0
P1102,89.1,5,standard_12m,0,0,0,3,2,1,1,1,lump_sum,29,4,slab_finishing,10.53
P1103,108.4,16,mixed_lengths,1,1,1,3,2,1,2,0,lump_sum,19,6,slab_finishing,3.98
P1104,114.8,24,mixed_lengths,2,0,1,5,2,1,1,2,lump_sum,23,6,slab_finishing,4.59
P1105,166.3,18,standard_12m,1,1,1,4,2,2,2,2,remeasurement,23,4,foundation,6.59
P1106,173.2,7,standard_12m,2,2,3,3,1,2,1,5,design_build,22,4,foundation,11.56
P1107,180.0,26,mixed_lengths,1,0,3,3,2,2,2,0,lump_sum,19,6,foundation,4.59
P1108,177.8,17,standard_12m,2,0,4,1,2,1,2,2,design_build,17,7,foundation,8.55
P1109,145.7,28,mixed_lengths,0,1,6,2,2,3,2,1,lump_sum,17,6,frame,9.08
P1110,136.8,19,mixed_lengths,0,0,6,4,2,2,1,2,remeasurement,9,7,frame,11.52
P1111,143.4,39,standard_12m,1,0,5,3,1,2,1,2,lump_sum,16,3,frame,14.03
P1112,153.1,27,standard_12m,1,1,1,3,2,1,0,3,design_build,15,3,frame,9.71
P1113,171.5,9,standard_12m,1,1,1,3,3,3,0,2,lump_sum,14,3,foundation,8.43
P1114,154.9,39,standard_12m,0,1,0,4,3,2,0,3,lump_sum,26,6,frame,11.16
P1115,179.5,27,mixed_lengths,0,1,3,2,1,1,0,2,lump_sum,26,4,foundation,14.34
P1116,176.6,25,standard_12m,2,3,4,4,3,4,2,4,design_build,24,3,foundation,3.13
P1117,170.6,18,mixed_lengths,0,0,6,2,1,2,1,3,design_build,10,8,foundation,12.84
P1118,121.1,35,standard_12m,1,1,2,5,2,3,0,1,lump_sum,23,7,slab_finishing,9.07
P1119,81.3,13,standard_12m,1,0,2,4,3,3,1,1,lump_sum,7,6,slab_finishing,7.26
P1120,87.5,20,standard_12m,0,0,5,4,2,3,0,4,design_build,28,1,slab_finishing,13.63
P1121,144.7,18,mixed_lengths,0,0,6,3,1,1,1,3,remeasurement,16,4,frame,13.7
P1122,115.2,22,standard_12m,0,0,3,1,2,1,2,5,lump_sum,13,6,slab_finishing,14.21
P1123,149.6,37,standard_12m,1,0,6,5,3,4,1,2,design_build,5,6,frame,9.25
P1124,176.3,28,mixed_lengths,1,0,4,3,2,2,1,2,design_build,24,4,foundation,8.99
P1125,180.0,17,standard_12m,1,1,5,1,1,1,1,3,lump_sum,26,5,foundation,14.0
P1126,175.0,32,standard_12m,2,0,2,2,2,2,2,2,design_build,18,4,foundation,8.94
P1127,155.2,13,standard_12m,0,2,2,3,3,4,1,1,design_build,16,5,frame,6.07
P1128,128.2,19,mixed_lengths,0,0,1,3,2,2,0,3,design_build,22,5,slab_finishing,11.51
P1129,106.7,28,standard_12m,0,1,1,4,2,3,0,2,design_build,30,2,slab_finishing,9.86
P1130,107.4,10,standard_12m,1,1,6,3,2,1,2,4,remeasurement,16,4,slab_finishing,13.23
P1131,144.7,22,standard_12m,1,1,3,5,2,3,1,3,lump_sum,18,4,frame,8.62
P1132,140.0,13,standard_12m,0,1,4,3,2,3,0,1,remeasurement,17,6,frame,12.49
P1133,149.1,24,standard_12m,0,1,6,4,3,2,0,2,design_build,20,4,frame,12.34
P1134,112.9,7,custom_lengths,2,2,4,4,2,3,2,2,design_build,10,8,frame,0.5
P1135,91.3,5,standard_12m,1,0,2,3,3,4,1,1,lump_sum,17,7,slab_finishing,7.94
P1136,125.8,10,standard_12m,1,0,6,3,1,2,1,1,design_build,17,4,frame,12.37
P1137,140.9,35,standard_12m,1,2,0,4,2,2,2,0,lump_sum,23,5,frame,3.83
P1138,90.6,29,standard_12m,0,2,5,2,1,1,1,5,design_build,23,3,slab_finishing,15.0
P1139,160.8,39,standard_12m,1,2,6,1,2,2,1,5,remeasurement,6,8,foundation,15.0
P1140,108.0,21,mixed_lengths,1,0,3,4,3,4,0,3,design_build,17,6,slab_finishing,6.89
P1141,117.8,6,standard_12m,1,1,2,2,2,1,1,0,lump_sum,23,6,frame,7.73
P1142,133.4,14,custom_lengths,1,0,4,4,2,1,0,1,lump_sum,10,8,frame,6.96
P1143,132.5,6,standard_12m,0,0,4,2,1,2,1,0,design_build,23,5,frame,12.12
P1144,108.3,29,standard_12m,2,1,4,3,3,2,2,0,design_build,15,6,slab_finishing,4.53
P1145,92.6,8,standard_12m,1,3,5,3,2,2,1,2,remeasurement,9,7,slab_finishing,9.63
P1146,102.3,37,standard_12m,1,0,3,5,3,3,0,4,design_build,25,3,slab_finishing,9.48
P1147,146.1,25,standard_12m,1,1,4,3,3,4,1,1,remeasurement,10,5,frame,9.73
P1148,156.7,5,standard_12m,1,0,6,4,2,2,1,3,lump_sum,30,5,foundation,13.38
P1149,95.8,19,mixed_lengths,1,0,1,3,2,2,1,2,lump_sum,28,5,slab_finishing,7.34
P1150,146.9,23,mixed_lengths,0,1,6,2,2,3,1,3,design_build,9,8,frame,10.59
P1151,172.2,23,standard_12m,1,1,4,3,2,3,1,4,design_build,30,1,foundation,11.24
P1152,146.9,17,standard_12m,1,2,6,2,2,1,2,3,remeasurement,10,8,frame,9.79
P1153,142.7,28,mixed_lengths,1,0,6,3,3,4,0,3,remeasurement,16,4,frame,11.31
P1154,150.0,15,standard_12m,1,2,1,1,1,1,1,0,lump_sum,29,5,frame,8.33
P1155,128.2,34,mixed_lengths,1,0,4,2,2,1,1,5,remeasurement,21,4,slab_finishing,14.06
P1156,92.9,25,mixed_lengths,1,0,4,4,2,1,0,3,remeasurement,21,6,slab_finishing,12.97
P1157,175.7,19,mixed_lengths,1,1,6,4,2,1,1,4,lump_sum,19,8,foundation,9.63
P1158,117.3,35,standard_12m,1,0,0,1,2,3,0,0,lump_sum,30,3,slab_finishing,10.12
P1159,180.0,35,standard_12m,1,2,6,4,2,3,1,3,lump_sum,6,8,foundation,10.81
P1160,149.9,25,standard_12m,1,2,3,3,1,2,2,2,design_build,21,7,frame,7.36
P1161,91.8,26,standard_12m,0,0,6,3,2,2,0,2,lump_sum,16,6,slab_finishing,15.0
P1162,148.0,34,mixed_lengths,1,2,4,1,2,3,0,2,lump_sum,23,3,frame,10.83
P1163,124.6,24,standard_12m,0,1,4,3,2,1,2,2,remeasurement,22,5,slab_finishing,10.03
P1164,162.8,12,custom_lengths,0,0,1,3,1,1,0,0,lump_sum,17,6,foundation,9.08
P1165,178.9,26,standard_12m,1,2,4,3,2,2,1,2,remeasurement,19,2,foundation,12.73
P1166,180.0,22,standard_12m,1,0,1,4,2,3,1,1,lump_sum,30,1,foundation,5.58
P1167,88.4,32,mixed_lengths,1,2,3,2,2,3,0,2,lump_sum,19,7,slab_finishing,9.25
P1168,108.4,34,standard_12m,1,1,4,3,3,2,1,4,lump_sum,26,7,slab_finishing,10.79
P1169,173.0,24,standard_12m,1,1,6,3,1,1,0,0,lump_sum,20,4,foundation,13.97
P1170,132.2,17,standard_12m,0,2,2,4,2,1,0,2,lump_sum,30,5,frame,10.47
P1171,90.2,6,custom_lengths,2,2,4,2,2,1,1,5,remeasurement,20,7,slab_finishing,8.86
P1172,164.2,6,standard_12m,1,0,4,2,2,3,1,3,lump_sum,25,4,foundation,12.11
P1173,180.0,37,standard_12m,1,2,0,5,2,2,0,1,lump_sum,26,6,foundation,7.24
P1174,172.1,13,standard_12m,0,0,3,3,3,2,2,4,lump_sum,22,8,foundation,10.07
P1175,180.0,29,standard_12m,1,1,2,4,3,2,0,1,lump_sum,19,1,foundation,8.97
P1176,180.0,31,standard_12m,1,2,1,4,2,1,0,0,lump_sum,27,5,foundation,9.38
P1177,143.5,16,standard_12m,1,1,1,4,2,3,1,2,design_build,15,8,frame,5.58
P1178,134.2,5,standard_12m,1,1,2,4,2,2,1,0,lump_sum,23,2,frame,7.81
P1179,169.5,19,standard_12m,1,0,1,4,2,1,0,1,lump_sum,3,7,foundation,10.04
P1180,93.5,21,standard_12m,0,1,5,3,2,3,0,2,design_build,18,4,slab_finishing,14.04
P1181,129.3,18,mixed_lengths,0,0,2,3,1,1,0,2,lump_sum,18,8,frame,11.61
P1182,130.0,13,custom_lengths,0,1,6,3,1,1,1,5,remeasurement,18,4,frame,14.64
P1183,180.0,31,mixed_lengths,1,2,5,4,2,2,0,3,design_build,19,2,foundation,11.67
P1184,149.7,32,standard_12m,1,0,0,3,2,2,0,2,design_build,16,4,frame,10.75
P1185,157.4,6,custom_lengths,1,0,4,5,2,2,0,2,lump_sum,24,4,foundation,8.14
P1186,165.1,11,standard_12m,0,2,4,2,1,1,1,3,design_build,8,8,foundation,14.37
P1187,90.0,29,mixed_lengths,1,0,5,3,2,3,0,5,remeasurement,15,7,slab_finishing,14.44
P1188,180.0,33,mixed_lengths,1,0,2,4,2,2,1,0,lump_sum,30,2,foundation,7.78
P1189,117.5,39,standard_12m,2,3,4,3,3,4,2,0,lump_sum,22,8,frame,2.79
P1190,173.5,16,standard_12m,2,0,6,2,2,3,2,5,remeasurement,18,3,foundation,13.63
P1191,90.7,31,standard_12m,1,1,0,4,2,2,0,3,lump_sum,30,2,slab_finishing,8.79
P1192,151.8,18,standard_12m,1,1,3,3,1,2,0,0,lump_sum,19,5,frame,8.96
P1193,154.0,27,mixed_lengths,0,1,0,2,1,1,1,2,design_build,16,7,frame,6.63
P1194,128.7,18,standard_12m,2,2,6,2,1,2,2,2,remeasurement,17,8,frame,9.08
P1195,99.2,7,standard_12m,0,0,6,4,2,3,1,5,remeasurement,17,4,slab_finishing,15.0
P1196,180.0,12,standard_12m,2,2,1,3,1,2,1,3,remeasurement,10,7,foundation,8.8
P1197,84.9,11,standard_12m,2,1,6,3,2,1,2,5,remeasurement,22,2,slab_finishing,12.39
P1198,143.7,21,standard_12m,0,1,2,1,2,1,1,2,lump_sum,26,3,frame,11.43
P1199,173.1,38,standard_12m,0,0,6,1,2,2,1,4,remeasurement,10,8,foundation,15.0
P1200,158.2,8,standard_12m,0,0,4,4,3,3,0,5,design_build,21,2,foundation,15.0
P1201,95.9,9,custom_lengths,0,0,2,1,1,2,0,3,lump_sum,27,1,slab_finishing,13.17
P1202,180.0,38,standard_12m,0,1,2,4,2,1,0,1,lump_sum,30,1,foundation,12.08
P1203,113.7,36,standard_12m,1,0,1,4,2,2,0,1,design_build,14,7,slab_finishing,10.07
P1204,162.5,7,standard_12m,1,3,1,3,3,3,0,2,design_build,20,3,foundation,6.51
P1205,136.5,30,standard_12m,1,0,2,4,2,1,1,2,remeasurement,12,5,slab_finishing,12.94
P1206,180.0,37,standard_12m,1,0,4,2,2,1,1,1,lump_sum,26,3,foundation,12.17
P1207,115.1,23,mixed_lengths,2,0,6,3,2,2,2,4,remeasurement,13,5,slab_finishing,11.47
P1208,91.1,25,standard_12m,1,1,3,3,2,3,1,2,lump_sum,27,2,slab_finishing,9.32
P1209,171.2,35,standard_12m,0,1,4,2,2,1,0,0,design_build,17,6,foundation,13.6
P1210,160.8,7,standard_12m,1,0,3,1,2,1,0,2,lump_sum,9,7,foundation,15.0
P1211,157.9,6,custom_lengths,0,0,3,2,2,2,1,0,design_build,30,2,foundation,8.32
P1212,161.8,35,standard_12m,2,1,3,5,2,3,2,2,lump_sum,28,4,frame,4.95
P1213,106.3,17,standard_12m,1,2,4,4,2,1,1,5,lump_sum,27,2,slab_finishing,11.54
P1214,174.3,39,standard_12m,0,0,6,4,2,3,1,2,design_build,21,2,frame,13.81
P1215,169.1,23,standard_12m,0,2,2,4,2,1,1,2,lump_sum,21,6,foundation,11.31
P1216,90.8,18,standard_12m,2,2,1,4,2,3,2,3,lump_sum,25,3,slab_finishing,2.3
P1217,180.0,21,mixed_lengths,0,1,6,3,1,2,1,4,remeasurement,16,5,foundation,14.74
P1218,101.4,29,mixed_lengths,2,0,1,4,2,1,2,2,lump_sum,28,4,slab_finishing,3.51
P1219,180.0,29,standard_12m,1,1,6,2,2,2,2,1,design_build,11,4,foundation,10.19
P1220,133.6,24,standard_12m,0,2,2,4,2,3,2,3,remeasurement,28,5,frame,6.55
P1221,99.5,10,standard_12m,0,0,5,2,1,1,0,2,design_build,23,2,slab_finishing,15.0
P1222,142.4,20,mixed_lengths,1,0,2,5,3,4,2,0,lump_sum,11,5,frame,0.61
P1223,180.0,39,standard_12m,1,2,2,3,2,3,1,1,lump_sum,26,6,foundation,8.17
P1224,169.8,13,custom_lengths,2,1,3,3,1,2,0,2,design_build,22,3,foundation,6.93
P1225,134.1,8,standard_12m,1,1,4,4,2,3,1,2,lump_sum,25,2,frame,9.11
P1226,90.8,6,standard_12m,2,1,2,5,2,2,2,5,lump_sum,26,4,slab_finishing,5.96
P1227,119.2,21,standard_12m,0,0,4,3,3,4,1,3,design_build,9,7,slab_finishing,9.85
P1228,138.0,15,standard_12m,1,1,3,2,2,1,1,2,lump_sum,22,3,frame,10.53
P1229,166.3,32,mixed_lengths,0,0,6,4,2,1,1,2,design_build,22,4,frame,11.31
P1230,145.2,17,mixed_lengths,2,0,5,3,2,1,2,0,lump_sum,16,7,frame,4.31
P1231,146.7,33,standard_12m,1,1,3,3,2,3,0,5,design_build,26,6,frame,12.6
P1232,149.2,22,mixed_lengths,1,2,5,4,2,3,1,1,design_build,14,5,frame,5.75
P1233,112.1,10,standard_12m,2,2,4,2,2,1,1,1,design_build,24,5,slab_finishing,7.72
P1234,117.6,28,mixed_lengths,2,0,4,2,1,1,0,5,remeasurement,14,4,slab_finishing,15.0
P1235,167.1,14,standard_12m,1,0,2,4,2,1,2,0,lump_sum,24,4,foundation,7.18
P1236,180.0,26,standard_12m,0,0,3,1,2,2,1,4,design_build,21,4,foundation,14.5
P1237,175.4,30,standard_12m,2,0,3,3,2,1,1,1,remeasurement,17,4,foundation,11.74
P1238,138.1,26,mixed_lengths,1,2,2,5,3,3,1,2,lump_sum,18,2,frame,4.21
P1239,136.6,30,standard_12m,0,0,1,3,1,1,1,4,lump_sum,19,8,frame,13.86
P1240,145.2,13,standard_12m,1,0,3,3,3,2,2,1,lump_sum,16,7,frame,5.1
P1241,179.7,31,standard_12m,0,0,2,4,2,3,1,0,lump_sum,14,4,foundation,9.42
P1242,145.5,32,standard_12m,2,1,2,5,2,2,1,3,design_build,15,8,frame,6.27
P1243,162.9,8,standard_12m,0,1,4,5,2,1,0,2,lump_sum,15,5,foundation,15.0
P1244,164.9,19,mixed_lengths,1,0,1,4,2,3,2,2,lump_sum,20,1,foundation,4.83
P1245,104.8,12,custom_lengths,2,2,4,3,2,3,2,2,lump_sum,30,1,slab_finishing,2.46
P1246,177.7,27,standard_12m,1,1,4,2,2,1,0,0,lump_sum,29,3,foundation,11.59
P1247,166.5,9,custom_lengths,1,3,3,3,1,2,0,0,design_build,24,5,foundation,4.97
P1248,142.0,17,standard_12m,0,0,4,3,2,2,1,1,lump_sum,20,7,frame,10.86
P1249,119.1,5,standard_12m,1,0,2,3,3,4,1,0,lump_sum,30,6,frame,5.51
P1250,164.2,13,standard_12m,2,1,3,2,2,3,1,4,lump_sum,26,3,foundation,9.62
P1251,178.6,34,standard_12m,1,2,0,4,2,1,0,1,design_build,30,3,foundation,7.67
P1252,152.0,36,standard_12m,1,1,3,3,3,4,2,1,lump_sum,30,4,frame,6.19
P1253,93.5,9,standard_12m,1,3,4,3,2,3,1,1,remeasurement,23,2,slab_finishing,9.05
P1254,151.7,6,standard_12m,0,0,2,5,2,2,2,4,remeasurement,7,7,frame,11.61
P1255,110.2,7,standard_12m,0,1,1,1,2,1,1,0,lump_sum,25,6,slab_finishing,10.48
P1256,160.9,8,standard_12m,1,0,2,3,2,2,1,1,design_build,30,1,foundation,9.72
P1257,177.5,30,standard_12m,1,0,4,3,1,2,1,2,lump_sum,17,8,foundation,11.53
P1258,141.4,34,mixed_lengths,1,2,0,2,2,2,1,1,lump_sum,16,8,frame,5.08
P1259,110.6,29,mixed_lengths,0,2,5,3,3,2,0,4,remeasurement,11,7,slab_finishing,15.0
P1260,169.2,9,standard_12m,0,0,3,4,2,3,1,4,design_build,26,3,foundation,11.44
P1261,107.1,7,standard_12m,0,0,4,4,2,3,1,3,lump_sum,24,7,slab_finishing,11.11
P1262,172.6,16,mixed_lengths,2,1,4,3,1,1,2,5,design_build,25,5,foundation,8.72
P1263,97.9,35,standard_12m,1,0,4,5,3,4,2,2,design_build,23,3,slab_finishing,6.06
P1264,154.3,32,mixed_lengths,0,1,4,1,2,1,2,1,design_build,3,8,frame,9.12
P1265,180.0,30,standard_12m,0,1,4,3,1,2,1,1,design_build,28,2,foundation,13.57
P1266,112.9,27,standard_12m,0,0,2,3,3,2,1,4,remeasurement,19,6,slab_finishing,12.62
P1267,102.0,30,mixed_lengths,0,0,4,4,2,3,1,3,design_build,15,7,slab_finishing,11.1
P1268,174.7,19,standard_12m,1,2,2,2,2,1,1,1,remeasurement,16,3,foundation,9.34
P1269,96.8,8,standard_12m,1,0,1,5,3,3,0,0,design_build,20,5,slab_finishing,6.14
